employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,TrainingPerformance,TrainingEffectiveness,WorkforceStability,RetentionRisk,Region_Display,Top_Performer
17973,Operations,region_6,Bachelors,m,sourcing,1,34,3,10,0,0,67,Medium,Medium,Medium,Medium Risk,Region 6,No
10986,Sales & Marketing,region_7,Bachelors,m,sourcing,1,38,5,3,1,0,52,Medium,Medium,Medium,Medium Risk,Region 7,No
19355,Technology,region_33,Bachelors,m,other,1,28,4,5,0,0,79,High,Medium,Medium,Medium Risk,Region 33,No
75402,Analytics,region_24,Masters & above,m,other,1,34,3,3,0,0,87,High,Medium,Medium,Medium Risk,Region 24,No
52587,Procurement,region_2,Bachelors,m,other,1,44,2,16,0,0,70,Medium,Low,Medium,High Risk,Region 2,No
41662,Procurement,region_20,Bachelors,m,sourcing,1,28,3,4,0,0,69,Medium,Medium,Medium,Medium Risk,Region 20,No
73944,Operations,region_27,Bachelors,f,other,1,31,1,5,1,0,61,Medium,Low,High,High Risk,Region 27,No
3987,Analytics,region_29,Bachelors,m,other,1,34,2,5,0,0,84,High,Low,Medium,High Risk,Region 29,No
40057,Procurement,region_2,Below Secondary,m,other,1,22,3,2,1,0,71,Medium,Medium,Low,High Risk,Region 2,No
76195,Procurement,region_2,Bachelors,m,other,1,20,3,1,0,0,76,High,Medium,Low,High Risk,Region 2,No
12411,Procurement,region_11,Bachelors,f,other,1,32,3,7,1,0,66,Medium,Medium,High,Medium Risk,Region 11,No
15161,Technology,region_2,Masters & above,f,other,1,43,3,6,1,0,80,High,Medium,High,Medium Risk,Region 2,No
59084,Analytics,region_2,Masters & above,f,other,1,42,5,13,1,0,85,High,Medium,High,Medium Risk,Region 2,No
53857,HR,region_7,Bachelors,m,other,1,41,3,8,1,0,54,Medium,Medium,High,Medium Risk,Region 7,No
42772,Technology,region_11,Bachelors,f,other,1,27,3,2,0,0,84,High,Medium,Low,High Risk,Region 11,No
5294,Finance,region_2,Bachelors,m,sourcing,1,41,4,9,0,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
56439,Technology,region_23,Bachelors,m,other,1,26,5,2,1,0,76,High,Medium,Low,High Risk,Region 23,No
29998,Analytics,region_34,Bachelors,m,other,1,35,5,10,1,0,85,High,Medium,High,Medium Risk,Region 34,No
76599,Sales & Marketing,region_28,Bachelors,f,sourcing,1,28,1,3,0,0,58,Medium,Low,Medium,High Risk,Region 28,No
27424,HR,region_2,Bachelors,f,sourcing,1,50,1,9,0,0,46,Low,Low,Medium,High Risk,Region 2,No
45605,Sales & Marketing,region_22,Masters & above,m,other,1,29,3,1,1,1,46,Low,Medium,Medium,Medium Risk,Region 22,Yes
75833,Sales & Marketing,region_7,Masters & above,m,other,2,37,1,10,0,0,49,Low,Low,Medium,High Risk,Region 7,No
57068,Operations,region_4,Bachelors,m,other,2,35,3,8,1,0,64,Medium,Medium,High,Medium Risk,Region 4,No
70129,Sales & Marketing,region_28,Masters & above,f,other,1,29,4,4,0,0,51,Medium,Medium,Medium,Medium Risk,Region 28,No
14733,Sales & Marketing,region_6,Bachelors,f,sourcing,1,36,5,8,0,0,47,Low,Medium,Medium,Medium Risk,Region 6,No
71886,Technology,region_5,Below Secondary,m,other,1,22,3,1,1,0,79,High,Medium,Low,High Risk,Region 5,No
7561,Finance,region_2,Bachelors,m,other,1,36,3,3,0,0,55,Medium,Medium,Medium,Medium Risk,Region 2,No
59522,Operations,region_22,Bachelors,f,other,2,37,4,2,0,0,71,Medium,High,Low,High Risk,Region 22,No
44299,Analytics,region_29,Bachelors,m,other,1,30,3,4,0,0,83,High,Medium,Medium,Medium Risk,Region 29,No
29220,Finance,region_2,Bachelors,m,sourcing,2,26,2,2,0,0,54,Medium,Low,Low,High Risk,Region 2,No
15869,Procurement,region_13,Bachelors,f,sourcing,2,28,5,3,1,0,68,Medium,High,Medium,Medium Risk,Region 13,No
51270,Operations,region_15,Bachelors,m,other,1,49,4,9,0,0,61,Medium,Medium,Medium,Medium Risk,Region 15,No
14778,Analytics,region_22,Bachelors,m,other,1,29,5,2,1,0,84,High,Medium,Low,High Risk,Region 22,No
19212,Procurement,region_21,Masters & above,m,other,1,35,5,7,1,0,70,Medium,Medium,High,Medium Risk,Region 21,No
70890,Technology,region_24,Bachelors,m,other,1,32,2,6,0,0,90,High,Low,Medium,High Risk,Region 24,No
31183,Sales & Marketing,region_28,Masters & above,f,sourcing,1,42,3,4,0,0,54,Medium,Medium,Medium,Medium Risk,Region 28,No
46628,Technology,region_4,Masters & above,m,other,1,37,4,5,0,0,76,High,Medium,Medium,Medium Risk,Region 4,No
44670,Sales & Marketing,region_29,Bachelors,m,other,1,28,5,2,0,0,45,Low,Medium,Low,High Risk,Region 29,No
70734,Procurement,region_15,Bachelors,m,other,1,38,4,2,1,1,97,High,Medium,Medium,Medium Risk,Region 15,Yes
47051,Analytics,region_2,Bachelors,m,sourcing,2,39,4,5,1,0,86,High,High,High,Low Risk,Region 2,No
17760,Analytics,region_27,Bachelors,m,other,1,28,5,2,1,0,87,High,Medium,Low,High Risk,Region 27,No
8180,Operations,region_14,Bachelors,m,other,2,34,3,10,0,0,60,Medium,Medium,Medium,Medium Risk,Region 14,No
24756,Operations,region_22,Bachelors,f,other,1,37,3,3,0,0,63,Medium,Medium,Medium,Medium Risk,Region 22,No
56780,Sales & Marketing,region_2,Masters & above,f,sourcing,2,38,1,6,0,0,51,Medium,Low,Medium,High Risk,Region 2,No
59919,Finance,region_2,Bachelors,f,sourcing,1,24,5,2,1,0,57,Medium,Medium,Low,High Risk,Region 2,No
18924,Sales & Marketing,region_11,Masters & above,m,other,1,36,3,7,0,0,52,Medium,Medium,Medium,Medium Risk,Region 11,No
42477,Procurement,region_2,Bachelors,m,other,1,41,2,15,0,0,70,Medium,Low,Medium,High Risk,Region 2,No
50900,Operations,region_22,Bachelors,m,other,2,29,3,1,0,0,60,Medium,Medium,Low,High Risk,Region 22,No
11824,Technology,region_2,Masters & above,f,sourcing,2,59,1,15,0,0,76,High,Low,Medium,High Risk,Region 2,No
51740,Sales & Marketing,region_12,Bachelors,f,sourcing,1,29,3,1,0,0,48,Low,Medium,Low,High Risk,Region 12,No
51364,Operations,region_22,Bachelors,f,other,1,29,5,3,0,0,57,Medium,Medium,Medium,Medium Risk,Region 22,No
64265,Sales & Marketing,region_13,Bachelors,f,sourcing,3,31,1,5,0,0,51,Medium,Low,Medium,High Risk,Region 13,No
46233,Sales & Marketing,region_28,Bachelors,m,sourcing,1,31,5,7,0,0,51,Medium,Medium,Medium,Medium Risk,Region 28,No
41215,Sales & Marketing,region_25,Bachelors,f,sourcing,1,31,4,3,0,0,50,Medium,Medium,Medium,Medium Risk,Region 25,No
47172,Sales & Marketing,region_26,Bachelors,m,other,1,32,3,4,1,0,47,Low,Medium,Medium,Medium Risk,Region 26,No
53542,Procurement,region_26,Bachelors,f,other,1,49,4,8,0,0,68,Medium,Medium,Medium,Medium Risk,Region 26,No
2121,Operations,region_2,Masters & above,m,other,1,42,5,11,0,0,59,Medium,Medium,Medium,Medium Risk,Region 2,No
77677,Sales & Marketing,region_11,Bachelors,m,other,1,32,5,7,1,0,49,Low,Medium,High,Medium Risk,Region 11,No
38018,Analytics,region_11,Bachelors,m,other,1,30,3,4,0,0,80,High,Medium,Medium,Medium Risk,Region 11,No
29799,Analytics,region_4,Bachelors,m,other,1,32,5,8,0,0,86,High,Medium,Medium,Medium Risk,Region 4,No
565,Procurement,region_1,Bachelors,f,sourcing,2,29,1,2,0,0,74,Medium,Low,Low,High Risk,Region 1,No
33473,Sales & Marketing,region_2,Bachelors,m,sourcing,2,31,1,6,0,0,50,Medium,Low,Medium,High Risk,Region 2,No
14628,Sales & Marketing,region_20,Bachelors,m,other,2,27,3,1,1,1,48,Low,Medium,Medium,Medium Risk,Region 20,Yes
46339,Operations,region_34,Bachelors,m,other,1,30,3,2,1,0,58,Medium,Medium,Low,High Risk,Region 34,No
6352,Operations,region_2,Bachelors,f,sourcing,1,48,4,8,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
63568,Sales & Marketing,region_2,Bachelors,m,sourcing,1,39,5,12,0,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
15317,Analytics,region_23,Masters & above,m,sourcing,1,35,2,7,1,0,87,High,Low,High,High Risk,Region 23,No
63035,Technology,region_2,Bachelors,f,other,1,47,4,7,0,0,78,High,Medium,Medium,Medium Risk,Region 2,No
22942,Sales & Marketing,region_31,Masters & above,m,other,1,46,5,3,1,0,51,Medium,Medium,Medium,Medium Risk,Region 31,No
62212,Procurement,region_31,Masters & above,f,other,1,37,3,2,1,1,97,High,Medium,Medium,Medium Risk,Region 31,Yes
49252,Operations,region_19,Bachelors,m,other,1,26,5,6,1,0,60,Medium,Medium,High,Medium Risk,Region 19,No
38520,Technology,region_6,Bachelors,f,sourcing,1,31,5,4,1,0,87,High,Medium,Medium,Medium Risk,Region 6,No
65459,Operations,region_27,Bachelors,m,other,1,26,3,1,1,0,56,Medium,Medium,Low,High Risk,Region 27,No
69109,Procurement,region_20,Bachelors,f,other,1,28,2,4,0,0,69,Medium,Low,Medium,High Risk,Region 20,No
67985,Operations,region_4,Masters & above,f,sourcing,2,36,1,6,1,1,65,Medium,Low,High,High Risk,Region 4,Yes
74040,Technology,region_24,Masters & above,f,other,1,35,1,7,0,0,80,High,Low,Medium,High Risk,Region 24,No
31049,Analytics,region_13,Bachelors,m,sourcing,1,34,4,9,0,0,84,High,Medium,Medium,Medium Risk,Region 13,No
55523,Analytics,region_2,Masters & above,m,sourcing,2,58,5,6,1,0,81,High,High,High,Low Risk,Region 2,No
40579,Sales & Marketing,region_22,Masters & above,m,sourcing,1,29,2,5,1,0,50,Medium,Low,High,High Risk,Region 22,No
40211,Operations,region_13,Bachelors,m,other,1,36,2,9,0,0,59,Medium,Low,Medium,High Risk,Region 13,No
41982,R&D,region_2,Bachelors,m,sourcing,1,30,1,4,0,0,84,High,Low,Medium,High Risk,Region 2,No
24286,HR,region_2,Masters & above,f,other,1,40,3,10,0,0,49,Low,Medium,Medium,Medium Risk,Region 2,No
53696,Procurement,region_15,Bachelors,m,other,1,38,3,4,1,0,71,Medium,Medium,Medium,Medium Risk,Region 15,No
47130,Sales & Marketing,region_11,Bachelors,m,other,1,36,2,5,0,0,52,Medium,Low,Medium,High Risk,Region 11,No
25340,Sales & Marketing,region_2,Bachelors,m,other,1,41,4,9,0,0,49,Low,Medium,Medium,Medium Risk,Region 2,No
16794,Procurement,region_22,Masters & above,m,other,1,33,5,5,1,0,66,Medium,Medium,High,Medium Risk,Region 22,No
10399,Technology,region_31,Bachelors,m,sourcing,1,29,1,4,0,0,79,High,Low,Medium,High Risk,Region 31,No
9095,Operations,region_22,Masters & above,f,other,1,33,4,8,1,0,81,High,Medium,High,Medium Risk,Region 22,No
60624,Sales & Marketing,region_7,Masters & above,f,other,1,41,1,2,0,0,47,Low,Low,Low,High Risk,Region 7,No
30188,Procurement,region_2,Masters & above,m,other,2,41,3,10,0,0,67,Medium,Medium,Medium,Medium Risk,Region 2,No
19292,Operations,region_13,Masters & above,m,other,1,41,3,4,0,0,60,Medium,Medium,Medium,Medium Risk,Region 13,No
58780,Technology,region_7,Bachelors,f,other,1,28,4,5,1,0,76,High,Medium,High,Medium Risk,Region 7,No
33674,Sales & Marketing,region_7,Masters & above,f,sourcing,1,32,5,7,1,0,53,Medium,Medium,High,Medium Risk,Region 7,No
17128,Technology,region_8,Bachelors,m,other,1,25,3,3,0,0,77,High,Medium,Medium,Medium Risk,Region 8,No
28127,Technology,region_13,Below Secondary,f,sourcing,1,24,2,2,0,0,85,High,Low,Low,High Risk,Region 13,No
42650,Sales & Marketing,region_7,Bachelors,m,other,1,53,4,10,1,0,45,Low,Medium,High,Medium Risk,Region 7,No
58393,Sales & Marketing,region_25,Masters & above,m,sourcing,1,38,5,12,1,0,49,Low,Medium,High,Medium Risk,Region 25,No
72037,Legal,region_22,Bachelors,m,sourcing,1,31,3,3,0,0,62,Medium,Medium,Medium,Medium Risk,Region 22,No
33736,Sales & Marketing,region_2,Bachelors,f,other,2,51,3,17,0,0,52,Medium,Medium,Medium,Medium Risk,Region 2,No
51260,Operations,region_14,Masters & above,m,sourcing,1,42,3,4,0,0,59,Medium,Medium,Medium,Medium Risk,Region 14,No
21326,Operations,region_2,Masters & above,m,other,1,56,5,16,1,0,59,Medium,Medium,High,Medium Risk,Region 2,No
7784,Sales & Marketing,region_4,Bachelors,m,other,1,48,4,9,0,0,46,Low,Medium,Medium,Medium Risk,Region 4,No
33540,Procurement,region_2,Masters & above,m,sourcing,1,56,3,2,1,0,65,Medium,Medium,Low,High Risk,Region 2,No
14669,Technology,region_26,Bachelors,m,referred,1,27,3,1,0,0,79,High,Medium,Low,High Risk,Region 26,No
53267,R&D,region_26,Bachelors,m,other,1,31,4,6,0,0,84,High,Medium,Medium,Medium Risk,Region 26,No
51294,Procurement,region_22,Masters & above,m,sourcing,2,33,3,3,0,0,72,Medium,Medium,Medium,Medium Risk,Region 22,No
4208,Technology,region_7,Masters & above,m,referred,1,36,4,4,1,0,80,High,Medium,Medium,Medium Risk,Region 7,No
64266,Procurement,region_11,Masters & above,f,other,1,38,5,4,1,0,70,Medium,Medium,Medium,Medium Risk,Region 11,No
57995,Procurement,region_5,Bachelors,m,other,1,36,2,4,0,0,64,Medium,Low,Medium,High Risk,Region 5,No
76317,Sales & Marketing,region_2,Bachelors,f,sourcing,1,50,4,21,1,0,49,Low,Medium,High,Medium Risk,Region 2,No
32169,Sales & Marketing,region_14,Bachelors,m,sourcing,1,40,1,3,0,0,47,Low,Low,Medium,High Risk,Region 14,No
22403,Finance,region_28,Below Secondary,f,other,1,26,1,2,1,0,54,Medium,Low,Low,High Risk,Region 28,No
18775,Operations,region_20,Bachelors,m,sourcing,1,27,3,3,0,0,58,Medium,Medium,Medium,Medium Risk,Region 20,No
7007,Sales & Marketing,region_27,Masters & above,m,other,1,54,5,21,0,0,53,Medium,Medium,Medium,Medium Risk,Region 27,No
58836,Finance,region_26,Bachelors,f,other,1,29,4,7,0,0,67,Medium,Medium,Medium,Medium Risk,Region 26,No
67403,Procurement,region_2,Bachelors,m,sourcing,3,31,4,4,0,0,67,Medium,High,Medium,Medium Risk,Region 2,No
34371,Technology,region_2,Masters & above,m,other,2,45,5,15,0,0,75,High,High,Medium,Medium Risk,Region 2,No
17603,Analytics,region_26,Bachelors,m,sourcing,1,29,3,1,0,0,84,High,Medium,Low,High Risk,Region 26,No
72636,Procurement,region_22,Masters & above,m,other,1,39,3,5,0,0,70,Medium,Medium,Medium,Medium Risk,Region 22,No
44193,Sales & Marketing,region_22,Bachelors,m,other,1,20,3,1,0,0,49,Low,Medium,Low,High Risk,Region 22,No
41162,Sales & Marketing,region_22,Bachelors,m,other,1,28,5,2,0,0,51,Medium,Medium,Low,High Risk,Region 22,No
42939,Sales & Marketing,region_30,Bachelors,m,other,1,42,3,4,0,0,51,Medium,Medium,Medium,Medium Risk,Region 30,No
37227,Operations,region_7,Bachelors,m,other,1,33,4,3,0,0,58,Medium,Medium,Medium,Medium Risk,Region 7,No
34986,Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,3,4,0,0,52,Medium,Medium,Medium,Medium Risk,Region 15,No
10473,Finance,region_2,Bachelors,m,sourcing,1,25,5,2,0,0,57,Medium,Medium,Low,High Risk,Region 2,No
42833,Operations,region_31,Bachelors,m,other,1,29,3,2,0,0,57,Medium,Medium,Low,High Risk,Region 31,No
39224,Technology,region_27,Bachelors,m,other,1,28,5,2,0,1,95,High,Medium,Medium,Medium Risk,Region 27,No
34148,Procurement,region_13,Masters & above,m,other,1,33,4,3,1,0,70,Medium,Medium,Medium,Medium Risk,Region 13,No
65558,HR,region_15,Bachelors,m,sourcing,1,32,3,6,0,0,52,Medium,Medium,Medium,Medium Risk,Region 15,No
63986,Operations,region_20,Masters & above,f,other,1,32,3,5,0,0,57,Medium,Medium,Medium,Medium Risk,Region 20,No
31641,Analytics,region_2,Bachelors,m,other,1,37,3,4,1,0,81,High,Medium,Medium,Medium Risk,Region 2,No
45087,Sales & Marketing,region_31,Bachelors,m,other,1,35,5,8,0,0,50,Medium,Medium,Medium,Medium Risk,Region 31,No
63354,Technology,region_2,Bachelors,f,other,1,56,3,12,0,0,79,High,Medium,Medium,Medium Risk,Region 2,No
41610,Procurement,region_1,Bachelors,m,other,3,28,3,2,0,0,70,Medium,Medium,Low,High Risk,Region 1,No
10376,Analytics,region_31,Bachelors,m,other,1,39,3,10,0,0,86,High,Medium,Medium,Medium Risk,Region 31,No
11414,Operations,region_27,Masters & above,m,other,1,40,4,11,0,0,59,Medium,Medium,Medium,Medium Risk,Region 27,No
32884,Sales & Marketing,region_2,Masters & above,m,other,2,36,4,9,1,0,47,Low,High,High,Low Risk,Region 2,No
71007,Technology,region_26,Bachelors,m,other,1,36,3,11,0,0,82,High,Medium,Medium,Medium Risk,Region 26,No
43891,Analytics,region_26,Bachelors,m,other,1,30,2,5,0,0,88,High,Low,Medium,High Risk,Region 26,No
26769,Legal,region_13,Bachelors,m,sourcing,1,43,3,9,0,0,59,Medium,Medium,Medium,Medium Risk,Region 13,No
23022,Operations,region_4,Bachelors,f,sourcing,1,39,2,11,0,0,70,Medium,Low,Medium,High Risk,Region 4,No
56684,Operations,region_7,Masters & above,f,other,3,32,4,6,0,0,62,Medium,High,Medium,Medium Risk,Region 7,No
24951,Operations,region_15,Bachelors,m,other,1,43,4,11,1,0,58,Medium,Medium,High,Medium Risk,Region 15,No
8810,Operations,region_2,Bachelors,f,sourcing,1,34,4,6,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
77266,Analytics,region_15,Bachelors,m,sourcing,1,29,3,1,1,0,89,High,Medium,Low,High Risk,Region 15,No
33334,Sales & Marketing,region_22,Bachelors,m,other,1,47,4,9,0,0,52,Medium,Medium,Medium,Medium Risk,Region 22,No
29911,Analytics,region_4,Masters & above,m,other,1,38,1,9,1,1,85,High,Low,High,High Risk,Region 4,Yes
42142,Operations,region_30,Bachelors,f,sourcing,1,30,3,6,0,0,58,Medium,Medium,Medium,Medium Risk,Region 30,No
29467,Sales & Marketing,region_27,Bachelors,f,other,1,29,3,3,0,0,47,Low,Medium,Medium,Medium Risk,Region 27,No
11784,Procurement,region_16,Bachelors,m,other,1,36,3,9,0,0,66,Medium,Medium,Medium,Medium Risk,Region 16,No
29776,Operations,region_22,Masters & above,m,other,1,40,5,7,0,0,56,Medium,Medium,Medium,Medium Risk,Region 22,No
10563,Legal,region_11,Bachelors,m,sourcing,1,33,4,3,0,0,60,Medium,Medium,Medium,Medium Risk,Region 11,No
6736,Operations,region_22,Bachelors,f,sourcing,1,35,2,5,0,0,54,Medium,Low,Medium,High Risk,Region 22,No
441,Sales & Marketing,region_2,Bachelors,m,sourcing,1,23,5,2,1,0,54,Medium,Medium,Low,High Risk,Region 2,No
14980,Finance,region_22,Bachelors,m,other,3,26,5,2,1,0,60,Medium,High,Low,High Risk,Region 22,No
13549,Sales & Marketing,region_24,Bachelors,m,sourcing,1,38,3,8,0,0,48,Low,Medium,Medium,Medium Risk,Region 24,No
1348,Analytics,region_22,Masters & above,m,sourcing,1,38,3,10,0,0,90,High,Medium,Medium,Medium Risk,Region 22,No
14948,Technology,region_15,Bachelors,m,sourcing,1,29,1,6,0,0,82,High,Low,Medium,High Risk,Region 15,No
12723,Sales & Marketing,region_27,Bachelors,m,sourcing,1,23,3,1,0,0,50,Medium,Medium,Low,High Risk,Region 27,No
22827,Sales & Marketing,region_7,Bachelors,f,sourcing,1,41,3,4,0,0,51,Medium,Medium,Medium,Medium Risk,Region 7,No
30527,Procurement,region_24,Bachelors,m,other,1,29,1,1,0,0,72,Medium,Low,Low,High Risk,Region 24,No
38928,Sales & Marketing,region_5,Bachelors,m,sourcing,2,29,1,2,0,0,50,Medium,Low,Low,High Risk,Region 5,No
17420,Sales & Marketing,region_9,Masters & above,m,other,1,31,3,9,0,0,51,Medium,Medium,Medium,Medium Risk,Region 9,No
72878,Procurement,region_17,Masters & above,f,other,1,56,3,4,0,0,70,Medium,Medium,Medium,Medium Risk,Region 17,No
43657,Sales & Marketing,region_26,Bachelors,m,other,1,24,4,3,0,0,50,Medium,Medium,Medium,Medium Risk,Region 26,No
38588,Procurement,region_22,Masters & above,m,other,1,50,3,15,0,0,67,Medium,Medium,Medium,Medium Risk,Region 22,No
55236,Legal,region_2,Masters & above,m,sourcing,1,36,5,4,1,0,57,Medium,Medium,Medium,Medium Risk,Region 2,No
339,Sales & Marketing,region_13,Bachelors,m,other,1,36,5,10,1,0,46,Low,Medium,High,Medium Risk,Region 13,No
30270,Operations,region_2,Bachelors,f,sourcing,1,42,5,14,1,0,64,Medium,Medium,High,Medium Risk,Region 2,No
52076,Sales & Marketing,region_15,Bachelors,m,sourcing,1,45,1,14,0,0,55,Medium,Low,Medium,High Risk,Region 15,No
36458,Sales & Marketing,region_4,Bachelors,m,other,1,30,3,2,1,0,46,Low,Medium,Low,High Risk,Region 4,No
27999,Analytics,region_6,Bachelors,m,sourcing,1,28,5,2,1,0,86,High,Medium,Low,High Risk,Region 6,No
57114,Operations,region_22,Masters & above,f,sourcing,1,46,3,16,0,0,62,Medium,Medium,Medium,Medium Risk,Region 22,No
25603,Technology,region_16,Masters & above,f,other,1,55,4,14,0,0,75,High,Medium,Medium,Medium Risk,Region 16,No
71930,HR,region_28,Masters & above,m,sourcing,1,35,5,10,1,0,50,Medium,Medium,High,Medium Risk,Region 28,No
23945,Sales & Marketing,region_2,Bachelors,f,other,1,58,3,2,1,1,48,Low,Medium,Medium,Medium Risk,Region 2,Yes
22469,Analytics,region_28,Masters & above,m,sourcing,1,35,5,7,0,0,85,High,Medium,Medium,Medium Risk,Region 28,No
34891,Operations,region_29,Bachelors,m,other,1,30,1,7,0,0,58,Medium,Low,Medium,High Risk,Region 29,No
17506,Technology,region_7,Bachelors,m,sourcing,2,27,5,4,1,0,82,High,High,Medium,Medium Risk,Region 7,No
32124,Analytics,region_32,Bachelors,f,sourcing,1,29,1,4,0,0,87,High,Low,Medium,High Risk,Region 32,No
48160,Analytics,region_31,Bachelors,m,other,1,34,1,3,0,0,87,High,Low,Medium,High Risk,Region 31,No
30792,Sales & Marketing,region_4,Masters & above,m,other,1,40,3,2,1,0,49,Low,Medium,Low,High Risk,Region 4,No
76840,Sales & Marketing,region_26,Masters & above,m,sourcing,1,33,5,4,1,0,47,Low,Medium,Medium,Medium Risk,Region 26,No
27844,Finance,region_2,Masters & above,f,other,3,40,3,4,0,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
32595,Sales & Marketing,region_15,Bachelors,m,other,1,34,1,6,0,0,49,Low,Low,Medium,High Risk,Region 15,No
68808,Sales & Marketing,region_2,Bachelors,f,sourcing,1,25,3,1,0,0,47,Low,Medium,Low,High Risk,Region 2,No
66391,Sales & Marketing,region_7,Bachelors,m,sourcing,1,28,4,6,1,0,47,Low,Medium,High,Medium Risk,Region 7,No
18212,Sales & Marketing,region_33,Bachelors,m,sourcing,4,29,3,8,0,1,51,Medium,Medium,Medium,Medium Risk,Region 33,No
51051,Sales & Marketing,region_14,Bachelors,m,sourcing,1,41,4,4,0,0,60,Medium,Medium,Medium,Medium Risk,Region 14,No
60375,Finance,region_2,Masters & above,m,sourcing,1,43,5,15,0,0,74,Medium,Medium,Medium,Medium Risk,Region 2,No
8495,Sales & Marketing,region_13,Masters & above,m,other,1,36,1,5,0,0,54,Medium,Low,Medium,High Risk,Region 13,No
61193,Legal,region_22,Below Secondary,m,other,1,26,3,1,1,0,63,Medium,Medium,Low,High Risk,Region 22,No
18612,Sales & Marketing,region_22,Bachelors,m,other,1,26,3,1,0,0,48,Low,Medium,Low,High Risk,Region 22,No
50665,Procurement,region_16,Bachelors,f,sourcing,1,38,4,6,0,0,72,Medium,Medium,Medium,Medium Risk,Region 16,No
50512,Technology,region_7,Masters & above,f,other,1,37,4,8,0,0,82,High,Medium,Medium,Medium Risk,Region 7,No
